Id,Front,Left,Rear,Right
2c9180975a056a64015a1e0a52e57021,4.20771577581e-08,1.31854021035e-08,1.0,2.69260400643e-08
2c9180975a056a64015a1e17b32171e4,3.93273396071e-08,1.22832330973e-08,1.0,2.19708606863e-08
2c9180975a056a64015a1de4deb16bd5,1.0,6.53662568517e-10,2.22672635886e-09,2.40052244749e-08
2c9180975a056a64015a1de4deb16bdd,3.96580972506e-08,1.89379711912e-08,1.0,3.18736539384e-08
2c9180975a056a64015a1de4deb16bd6,3.68999693023e-08,1.63408788723e-08,1.0,2.4206700644e-08
2c9180975a056a64015a1e44ba4377f6,1.0,8.56580584241e-10,2.33081354217e-09,2.75668341487e-08
2c9180975a056a64015a1e01fd466f56,2.4664510434e-08,1.0,1.07909219338e-08,1.63046092183e-08
2c9180975a056a64015a1e01fd466f50,3.87506524646e-08,1.33867850138e-08,1.0,2.28444250183e-08
2c9180975a056a64015a1e01fd466f4f,1.0,6.55555387752e-10,2.2084836182e-09,2.44651943149e-08
2c9180975a056a64015a1e01fd466f51,1.6073766318e-08,1.47590375477e-08,8.21011436614e-09,1.0
2c9180975a056a64015a1e1db63072a6,1.0,5.62285606964e-10,1.95716798324e-09,2.7394859714e-08
2c9180975a056a64015a1e1cff427278,4.15065883885e-08,1.41415821275e-08,1.0,2.76949521094e-08
2c9180975a056a64015a1e1195347126,3.8307888417e-08,1.39002613864e-08,1.0,2.29857732847e-08
2c9180975a056a64015a1e51ffcd7992,3.65206105357e-08,1.45067646784e-08,1.0,2.14768540729e-08
2c9180975a056a64015a1e04ad9f6f8b,9.3108942778e-09,1.0,4.86803530819e-09,9.85521975139e-09
2c9180975a056a64015a1df8dc786e26,1.0,5.67141167362e-10,2.11252104698e-09,2.36582238244e-08
2c9180975a056a64015a1e050c296fce,3.89490182329e-08,1.42062219766e-08,1.0,2.42507880444e-08
2c9180975a056a64015a1e04ad9f6f7f,1.0,7.51430251356e-10,2.25006280274e-09,2.64649422377e-08
2c9180975a056a64015a1e050c296fd1,3.29218963202e-08,1.20078045285e-08,1.0,1.46949936664e-08
2c9180975a056a64015a1e050c296fd0,1.0,6.15385242764e-10,2.39257214041e-09,1.97591187856e-08
2c9180975a056a64015a1e04ad9f6f85,1.0,6.09721106937e-10,2.10595940686e-09,2.53131595684e-08
2c9180975a056a64015a1e04ad9f6f83,2.62487755975e-08,6.50692388859e-09,9.84197612297e-09,1.0
2c9180975a056a64015a1e04ad9f6f86,3.69013797297e-08,1.41980684987e-08,1.0,2.15794671021e-08
2c9180975a056a64015a1dd526986a70,1.0,5.52595524894e-10,1.9546608776e-09,2.70634110677e-08
2c9180975a056a64015a1e3b9ae27693,1.0,5.35287592029e-10,1.93379801061e-09,2.69197748537e-08
2c9180975a056a64015a1e1d735c729d,1.0,7.34216576426e-10,2.17165796457e-09,2.78680669652e-08
2c9180975a056a64015a1e1d735c7294,3.25110462995e-08,1.26699060132e-08,1.0,1.49472896283e-08
2c9180975a056a64015a1e1d735c7293,1.91500983959e-08,1.4417282479e-08,9.83034453839e-09,1.0
2c9180975a056a64015a1e41bbc27766,3.40556276512e-08,1.23361543203e-08,1.0,1.61672684129e-08
2c9180975a056a64015a1e41bbc2775f,1.44180525297e-08,1.0,7.01015778759e-09,1.21736345449e-08
2c9180975a056a64015a1e41bbc27758,1.7208458658e-08,1.0,7.91691334712e-09,1.39365781138e-08
2c9180975a056a64015a1e41bbc27756,1.66564380066e-08,1.38328974941e-08,8.30253732431e-09,1.0
2c9180975a056a64015a1dea8c556c5e,1.0,6.84734602352e-10,2.16029283351e-09,2.65391975063e-08
2c9180975a056a64015a1e13b6c7713e,9.17037201731e-09,1.0,4.59593607616e-09,1.06603836869e-08
2c9180975a056a64015a1e0197f66f35,3.16414201507e-08,1.93036822083e-08,1.0,1.98888105984e-08
2c9180975a056a64015a1e01702f6f2f,1.0,5.40045952402e-10,2.19588680572e-09,2.10049275751e-08
2c9180975a056a64015a1e0da21c707c,4.06528819497e-08,1.69949050388e-08,1.0,3.0780899607e-08
2c9180975a056a64015a1dceefde69de,3.08632053247e-08,5.27101562398e-09,1.0702045472e-08,1.0
2c9180975a056a64015a1dee86696cd7,1.0,5.90636317632e-10,2.19159379533e-09,2.27440821732e-08
2c9180975a056a64015a1dee86696cda,2.06138270897e-08,1.0,9.04907615507e-09,1.57134305567e-08
2c9180975a056a64015a1dee86696cd9,2.20770139947e-08,8.08329136959e-09,8.96043594878e-09,1.0
2c9180975a056a64015a1e01db306f44,1.82493984369e-08,1.5461498748e-08,9.61068735705e-09,1.0
2c9180975a056a64015a1dee5d166cd1,3.84647158569e-08,1.49928034432e-08,1.0,2.46720848196e-08
