Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,1.29843247265e-08,8.47362013889e-10,1.18201770164e-19,1.0
2c9180975a056a64015a1de4deb16bdc,0.999999880791,7.18931640795e-28,0.0,9.82826762197e-08
2c9180975a056a64015a1e0e70ea70ce,3.96373032174e-08,3.74792688204e-12,5.83930058856e-21,1.0
2c9180975a056a64015a1dfed0c46ec6,4.00392607958e-08,1.11837804642e-11,7.70166057922e-21,1.0
2c9180975a056a64015a1dfed0c46ec7,1.0,2.01237511735e-27,0.0,5.55593295815e-08
2c9180975a056a64015a1e44ba4377f8,4.92142078201e-07,6.51369236948e-06,9.51427906541e-21,0.999992966652
2c9180975a056a64015a1e010c8f6ee1,0.999999880791,4.6917064189e-28,0.0,6.58759731209e-08
2c9180975a056a64015a1e1db63072aa,1.20175878138e-08,1.33504673983e-09,1.49192065964e-19,1.0
2c9180975a056a64015a1e1db63072a8,0.0,5.53583223706e-09,1.0,1.01387789731e-15
2c9180975a056a64015a1e2354f5733c,0.0,4.0841506177e-08,1.0,2.15153589558e-15
2c9180975a056a64015a1e07928f6ff8,0.999999880791,3.48968033679e-28,0.0,9.93973969798e-08
2c9180975a056a64015a1e20a607730a,1.0,7.98412025149e-28,0.0,5.88576654081e-08
2c9180975a056a64015a1e3322e37587,1.55976675076e-26,1.0,1.28638815156e-08,1.14457820999e-08
2c9180975a056a64015a1e050c296fcd,5.95740665688e-08,5.1530116979e-12,3.63135156578e-21,1.0
2c9180975a056a64015a1e050c296fcf,2.12451922721e-08,9.47238537607e-11,3.28116764229e-20,1.0
2c9180975a056a64015a1e04ad9f6f84,0.0,4.12215399592e-08,1.0,1.28565752405e-15
2c9180975a056a64015a1de7a19c6c2b,1.66189284556e-08,6.53027021347e-10,7.81134828273e-20,1.0
2c9180975a056a64015a1e1180a37123,0.0,1.46300278558e-08,1.0,1.52027019208e-15
2c9180975a056a64015a1e1d735c729b,1.0,2.19216017691e-26,0.0,4.8374289463e-08
2c9180975a056a64015a1e1d735c729c,0.0,3.91679684242e-08,1.0,1.65380461858e-15
2c9180975a056a64015a1e41bbc27765,6.4092087193e-09,2.76527495346e-10,2.31966078232e-19,1.0
2c9180975a056a64015a1e41bbc2775e,2.81903282939e-08,7.05056638073e-11,2.04879551474e-20,1.0
2c9180975a056a64015a1ddc1a306b28,0.0,1.2952836137e-08,1.0,1.31241084793e-15
2c9180975a056a64015a1de453e96baf,0.999999880791,2.10768804214e-27,0.0,7.24096906879e-08
2c9180975a056a64015a1e264d5f73c0,5.01353056848e-08,5.11525153832e-12,4.59224503578e-21,1.0
2c9180975a056a64015a1e23443e7337,0.999999880791,3.87717671938e-28,0.0,6.43076276674e-08
2c9180975a056a64015a1dce7ac869b5,0.0,1.03833288634e-08,1.0,1.40071487971e-15
2c9180975a056a64015a1e35cd3175a7,0.0,8.74494077152e-09,1.0,1.13599199034e-15
2c9180975a056a64015a1de210cb6b96,3.20490407546e-08,4.65723206527e-12,8.28514845188e-21,1.0
2c9180975a056a64015a1de210cb6b95,7.03551761297e-25,0.999999046326,2.84929512873e-07,6.73961721986e-07
2c9180975a056a64015a1e041ed06f68,0.0,1.88947844038e-08,1.0,1.33337343106e-15
2c9180975a056a64015a1e075da56ff2,0.999999880791,1.17358399684e-27,0.0,6.70371562705e-08
2c9180975a056a64015a1dedca666cb1,0.0,8.61208970804e-09,1.0,1.39537645456e-15
2c9180975a056a64015a1e304546752a,5.26863601635e-08,1.21858590926e-11,5.4030048207e-21,1.0
2c9180975a056a64015a1dedca666cb2,0.999999880791,3.6910148865e-28,0.0,6.79052902797e-08
2c9180975a056a64015a1dee86696cd8,7.47340180851e-08,3.45605322138e-08,2.92557562165e-20,0.999999880791
2c9180975a056a64015a1e01db306f4a,1.35125155421e-26,1.0,2.06427053229e-08,1.30612258786e-08
2c9180975a056a64015a1dd566ae6a82,2.47987603785e-08,8.76013584589e-12,1.39586792992e-20,1.0
2c9180975a056a64015a1dee5d166cd0,0.999999880791,1.64922061148e-27,0.0,7.44443582334e-08
2c9180975a056a64015a1dd566ae6a83,0.0,8.31093416309e-09,1.0,1.19329652208e-15
2c9180975a056a64015a1dfb2f626e41,0.999999880791,3.67020713938e-28,0.0,8.6634294405e-08
2c91809a59f17e5d015a21a5627830e0,0.0,1.95622842369e-08,1.0,1.38936908514e-15
2c91809a59f17e5d015a21a7f5093117,2.31712231624e-08,2.18783380301e-10,3.65400347065e-20,1.0
2c91809a59f17e5d015a21a7f5093121,4.82366295348e-27,1.0,2.64816559792e-08,7.36591720951e-09
2c9180975a056a64015a1e4c3a11791f,0.999999880791,4.03533408641e-28,0.0,9.13382223189e-08
2c9180975a056a64015a1e4c3a117920,2.21842265838e-27,1.0,1.64934679248e-08,3.47673934087e-09
2c9180975a056a64015a1e1433667153,3.95212756109e-25,0.999999165535,3.18243479569e-07,4.80455412344e-07
2c9180975a056a64015a1ddb8a456b05,1.0,1.7427817104e-27,0.0,4.74848107501e-08
2c9180975a056a64015a1df0d6066cf4,0.0,1.11021414284e-08,1.0,1.21641448643e-15
2c9180975a056a64015a1e074c876fef,1.0,4.08259014797e-28,0.0,5.62280817462e-08
2c9180975a056a64015a1dc26fe66863,3.94986584141e-27,1.0,1.6741255493e-08,5.15754239316e-09
2c9180975a056a64015a1e074c876fed,0.999999880791,2.64637628094e-28,0.0,6.64698092123e-08
2c9180975a056a64015a1e5b850e7ae3,0.999999880791,7.94798836129e-28,0.0,7.48709823029e-08
2c9180975a056a64015a1e5b850e7ae1,0.999999880791,3.49483581051e-28,0.0,9.15639333243e-08
2c91809e5aba7d25015acd6875ca209b,3.29995373249e-08,2.85607457823e-11,1.29209998e-20,1.0
2c91809e5aba7d25015acd44a99d1e9f,0.999999880791,7.21200530714e-28,0.0,7.69950787571e-08
2c9180a35b853b13015b8b8c25f75369,0.0,6.5025815843e-09,1.0,7.12914226842e-16
2c9180935b853a2d015b8b9b42525153,0.0,5.9590888668e-08,1.0,1.76561752042e-15
2c91808e5aba7da4015acd3f993557d4,0.0,5.9590888668e-08,1.0,1.76561752042e-15
2c91808e5aba7da4015acd3f655a57be,0.999999880791,1.64753523018e-27,0.0,8.74746390878e-08
2c9180ad5b853aa1015b8b82f7725436,0.999999880791,9.61332457676e-28,0.0,1.15400467848e-07
2c9180975a056a64015a1e5865077a5e,0.0,3.0291071873e-09,1.0,8.43283450034e-16
2c9180975a056a64015a1e44cfea77fd,1.67982534549e-08,2.37825847904e-09,1.09904980599e-19,1.0
2c9180975a056a64015a1e5ed1d57b22,0.999999880791,1.64922061148e-27,0.0,7.44443582334e-08
2c9180975a056a64015a1e5ed1d57b21,0.0,1.31718032037e-08,1.0,1.20039603461e-15
2c91809a59f17e5d015a219e78d93061,0.999999880791,4.674823717e-28,0.0,7.74305632945e-08
2c91809a59f17e5d015a219e78d93060,0.0,4.60054252471e-08,1.0,1.99432890991e-15
2c91809a59f17e5d015a21bde7a934f0,0.0,9.11294009143e-08,0.999999880791,2.10095786424e-15
2c91809a59f17e5d015a21bde7a934ef,0.0,1.05556372532e-08,1.0,1.02649074729e-15
2c91809a59f17e5d015a21bde7a934f4,1.0,1.96759647577e-27,0.0,2.15300079986e-08
2c9180975a056a64015a1e6ed9d67c45,0.999999880791,1.22787085825e-27,0.0,1.43468994906e-07
2c9180975a056a64015a1e4849057896,7.7060771158e-26,0.999999761581,1.66417706282e-07,1.16060675737e-07
2c9180975a056a64015a1e4849057895,0.999999880791,1.22838623711e-27,0.0,1.5591392355e-07
2c91809a59f17e5d015a21a830a03132,0.0,8.78868746668e-08,0.999999880791,2.01649830324e-15
2c9180975a056a64015a1e6ed9d67c4d,0.999999880791,6.53691389856e-28,0.0,8.58902851064e-08
2c91809659f86230015a08b10bc66c48,0.999999880791,8.36160589097e-28,0.0,6.54496545849e-08
2c91809659f86230015a0a1559e12a1e,1.0,1.20052611972e-27,0.0,2.83658359024e-08
2c91809659f86230015a0811d9775e26,3.23423243742e-08,7.35225214044e-11,1.71411985448e-20,1.0
2c91809659f86230015a08cf83396eca,0.999999880791,9.68270042522e-28,0.0,6.03484267003e-08
2c91809659f86230015a0886ce2a6829,1.0,6.61677113926e-28,0.0,4.89918612345e-08
2c91809659f86230015a08cf83396ec5,0.999999880791,1.06325411478e-27,0.0,7.46649178041e-08
2c91809659f86230015a0864733f652c,1.20096208863e-25,0.999999642372,1.91013825201e-07,1.6749307008e-07
2c91809659f86230015a0841dafc621a,0.999999880791,4.23790821278e-28,0.0,8.64268372425e-08
2c91809659f86230015a0864733f652a,0.0,1.61826321232e-08,1.0,1.23569750911e-15
2c91808d5aba7da4015acde018f764b2,4.40783196609e-08,4.07734374042e-10,1.78062210612e-20,1.0
2c91808d5aba7da4015acde018f764af,0.0,2.87062800197e-08,1.0,1.76247492231e-15
2c91808e5aba7da4015acdba35e15e7d,0.0,3.07438163816e-08,1.0,1.71535395006e-15
2c91808e5aba7da4015acdea5abc617e,3.94689152472e-08,4.52339858278e-12,6.17388626061e-21,1.0
2c9180845aba7d30015acdbd097004e6,3.95010744114e-08,1.03974488741e-10,1.42876289955e-20,1.0
2c91808d5aba7da4015acdaa928a6136,0.0,2.10239665677e-08,1.0,1.68818663882e-15
2c91808e5aba7da4015acd7e578b5afa,0.0,4.52829151953e-09,1.0,8.85079390844e-16
2c91808d5aba7da4015acd8d91465f64,1.86505168403e-27,1.0,4.07227247479e-08,4.79705386525e-09
2c91808d5aba7da4015acd8d91465f61,5.76083891701e-08,2.32075018924e-11,5.67624947655e-21,1.0
2c91808e5aba7da4015acd7e578b5afd,1.76669168184e-08,1.66563887682e-10,4.93840978237e-20,1.0
2c91808e5aba7da4015acd9760c15c1b,1.0,4.96294042927e-28,0.0,4.91321365814e-08
2c91808e5aba7da4015acd9760c15c1a,0.0,1.61909685659e-08,1.0,1.3780048676e-15
2c9180845aba7d30015acde7e47f06a4,1.97946157243e-08,1.0199300432e-10,3.69190352922e-20,1.0
2c91808e5aba7da4015acde2207160e7,1.40830112016e-08,4.44825731805e-10,8.84608402061e-20,1.0
2c91808e5aba7da4015acde486e76119,3.56734517482e-08,9.61133742039e-11,1.60984889151e-20,1.0
2c91808e5aba7da4015acde2207160e8,5.30894529936e-27,1.0,3.68420209895e-08,9.21817733257e-09
2c91808e5aba7da4015acddff6ac60c5,1.84733224273e-08,5.8407700898e-10,6.54195562224e-20,1.0
2c9180845aba7d30015acde7e47f06aa,2.36752372503e-27,1.0,5.14127052043e-08,6.30127994228e-09
2c91808d5aba7da4015acdec7849655c,1.50043319991e-08,6.03813055111e-10,8.81008356939e-20,1.0
2c9180975a056a64015a1e4e95a97945,0.0,7.47512629573e-08,0.999999880791,2.83541018017e-15
2c9180975a056a64015a1e62a6f57b6d,0.999999880791,3.03317066206e-28,0.0,8.45927203841e-08
2c9180975a056a64015a1e62a6f57b6e,1.41585633493e-26,1.0,3.59492666746e-08,1.76279062458e-08
2c9180975a056a64015a1e44fa15781d,0.999999880791,8.72299894132e-28,0.0,1.09368635037e-07
2c9180975a056a64015a1e3f26a47717,0.999999880791,7.55771310254e-28,0.0,8.57365947127e-08
