50001,Credit
50002,Credit
50003,Credit
50004,Credit
50005,Credit
50006,Credit
50007,Credit
50008,Credit
50009,Credit
50010,Credit
50011,Credit
50012,Credit
50013,Credit
50014,Credit
50015,Credit
50016,Credit
50017,Credit
50018,Credit
50019,Credit
50020,Credit
50021,Credit
50022,Credit
50023,Credit
50024,Credit
50025,Credit
50026,Credit
50027,Credit
50028,Credit
50029,Credit
50030,Credit
50031,Credit
50032,Credit
50033,Credit
50034,Credit
50035,Credit
50036,Credit
50037,Credit
50038,Credit
50039,Credit
50040,Credit
50041,Credit
50042,Credit
50043,Credit
50044,Credit
50045,Credit
50046,Credit
50047,Credit
50048,Credit
50049,Credit
50050,Credit
50051,Credit
50052,Credit
50053,Credit
50054,Credit
50055,Credit
50056,Credit
50057,Credit
50058,Credit
50059,Credit
50060,Credit
50061,Credit
50062,Credit
50063,Credit
50064,Credit
50065,Credit
50066,Credit
50067,Credit
50068,Credit
50069,Credit
50070,Credit
50071,Credit
50072,Credit
50073,Credit
50074,Credit
50075,Credit
50076,Credit
50077,Credit
50078,Credit
50079,Credit
50080,Credit
50081,Credit
50082,Credit
50083,Credit
50084,Credit
50085,Credit
50086,Credit
50087,Credit
50088,Credit
50089,Credit
50090,Credit
50091,Credit
50092,Credit
50093,Credit
50094,Credit
50095,Credit
50096,Credit
50097,Credit
50098,Credit
50099,Credit
50100,Credit
50101,Credit
50102,Credit
50103,Credit
50104,Credit
50105,Credit
50106,Credit
50107,Credit
50108,Credit
50109,Credit
50110,Credit
50111,Credit
50112,Credit
50113,Credit
50114,Credit
50115,Credit
50116,Credit
50117,Credit
50118,Credit
50119,Credit
50120,Credit
50121,Credit
50122,Credit
50123,Credit
50124,Credit
50125,Credit
50126,Credit
50127,Credit
50128,Credit
50129,Credit
50130,Credit
50131,Credit
50132,Credit
50133,Credit
50134,Credit
50135,Credit
50136,Credit
50137,Credit
50138,Credit
50139,Credit
50140,Credit
50141,Credit
50142,Credit
50143,Credit
50144,Credit
50145,Credit
50146,Credit
50147,Credit
50148,Credit
50149,Credit
50150,Credit
50151,Credit
50152,Credit
50153,Credit
50154,Credit
50155,Credit
50156,Credit
50157,Credit
50158,Credit
50159,Credit
50160,Credit
50161,Credit
50162,Credit
50163,Credit
50164,Credit
50165,Credit
50166,Credit
50167,Credit
50168,Credit
50169,Credit
50170,Credit
50171,Credit
50172,Credit
50173,Credit
50174,Credit
50175,Credit
50176,Credit
50177,Credit
50178,Credit
50179,Credit
50180,Credit
50181,Credit
50182,Credit
50183,Credit
50184,Credit
50185,Credit
50186,Credit
50187,Credit
50188,Credit
50189,Credit
50190,Credit
50191,Credit
50192,Credit
50193,Credit
50194,Credit
